objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Upshot: A Disc Golf Game","359165","0","0","0","0","0","0","0","1","0","0","0","3","","","","","tbd","117493079","0","8.49444","2.4545","0","32","thing","Upshot: A Disc Golf Game","1","4","45","45","15","2025","1,2,3,4","2,3,4","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Uptown","367761","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","97363720","5.50618","6.04723","2","23140","154","thing","Uptown","2","4","45","45","45","2022","3,4","4","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Upwords","1515","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","94935559","5.6266","5.75843","1.6709","8017","8609","thing","Upwords","2","4","90","90","90","1982","2,3,4","2","8+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Urbanization","118337","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","77706786","5.61189","6.15481","2.8776","8621","1422","thing","Urbanization","2","4","75","75","75","2012","2,3,4","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Urbify","393457","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","117753442","5.56039","7.02064","2","11862","195","thing","Urbify","2","4","45","45","30","2023","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Utopia Engine","75223","0","0","0","0","0","0","0","1","0","0","0","3","","","","","tbd","100859551","5.83634","6.85692","2.0303","4327","1944","thing","Utopia Engine","1","1","60","60","30","2010","1","1","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Utter Nonsense","161928","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","134661759","5.47556","5.39798","1","28207","1253","thing","Utter Nonsense","4","20","30","30","30","2014","4,5,6,7,8,9,10,11","4","18","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Vaalbara","361241","6.5","8","0","0","0","1","1","0","0","0","1","4","","","","","","100360588","6.37806","7.17679","1.7273","1610","4173","thing","Vaalbara","2","5","20","20","20","2022","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Vabanque","2536","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","107555406","5.75126","6.47174","1.6538","5299","1172","thing","Vabanque","3","6","45","45","30","2001","3,4,5,6","5,6","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Vagrantsong","340325","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","88820917","6.49","7.45945","3.1881","1315","6965","thing","Vagrantsong","2","4","120","120","45","2022","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"The Vale of Eternity","385529","7.3","6","0","0","0","1","1","0","0","0","1","3","","","","","","111427183","7.11569","7.60196","2.1483","368","13414","thing","The Vale of Eternity","2","4","45","45","30","2023","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Valeria: Card Kingdoms","170561","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","72631967","6.86933","7.43219","1.9627","648","10438","thing","Valeria: Card Kingdoms","1","5","45","45","30","2016","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Valley of the Kings","150999","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","62631310","6.52764","7.0052","2.1782","1220","7452","thing","Valley of the Kings","2","4","45","45","45","2014","2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Valley of the Kings: Premium Edition","274466","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","103036548","6.20201","7.39156","2.3611","0","3056","thing","Valley of the Kings: Premium Edition","1","6","60","60","45","2019","1,2,3,4","2,3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Valley of the Vikings","269526","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","88587649","5.85109","6.58467","1.3462","4190","2315","thing","Valley of the Vikings","2","4","20","20","15","2019","2,3,4","3,4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Vampire Queen","191073","0","0","0","0","0","0","0","1","0","0","0","3","","","","","tbd","107433847","5.71515","6.47367","1.0833","5862","1574","thing","Vampire Queen","3","12","30","30","30","2016","4,5,6,7,8,10,11,12","5,6","6","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Van Life","381529","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","122806620","0","5.47727","2","0","88","thing","Van Life","2","5","60","60","30","2023","","","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Vantage","420033","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","118623138","7.22061","8.37038","2.3264","0","9174","thing","Vantage","1","6","180","180","120","2025","1,2,3","1,2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Varuna","330664","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","118346712","5.70032","7.27725","2.8333","6149","989","thing","Varuna","1","100","20","20","15","2021","1,2,3,4","1,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Vast: The Crystal Caverns","170416","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","102733389","6.66662","7.09326","3.6527","950","13653","thing","Vast: The Crystal Caverns","1","5","150","150","75","2016","2,3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Vault: A Solitaire Dice Game","350759","0","0","0","0","0","0","0","1","0","0","0","3","","","","","tbd","118720353","5.52787","5.84545","1.2727","16741","148","thing","Vault: A Solitaire Dice Game","1","1","20","20","10","2021","1","1","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Vegas Showdown","15364","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","90168953","6.70338","7.1432","2.3603","890","7901","thing","Vegas Showdown","3","5","75","75","75","2005","3,4,5","5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Vegetable Stock","328211","6.8","15","1","1","0","0","0","0","1","0","0","1","","","","","","99388794","6.04599","6.75111","1.0526","2872","3190","thing","Vegetable Stock","2","6","20","20","15","2019","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","850039564482","15","USD","","","2024-11-29","Black & Read","1","March 29, 2023 10 bucks. ","Cards","2024-11-29","","","",""
"Veggie Match","450977","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","138283363","0","6.59375","0","0","39","thing","Veggie Match","3","6","15","15","15","2025","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Veggies","277410","7","7","2","1","0","0","0","0","0","0","0","1","#small","Pattern Building","","","","93033857","5.72662","6.70817","1.4286","5673","1744","thing","Veggies","2","4","20","20","10","2019","2,3,4","3,4","6+","No necessary in-game text","","","","","","standalone","8436589625693","7.99","USD","","","2022-06-07","Night Owl","1","","Cards","2022-06-07","","","",""
"Veiled Fate","315695","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","112663079","6.3705","7.52087","2.2419","1621","4017","thing","Veiled Fate","2","8","90","90","60","2022","2,3,4,5,6,7,8","6","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Velonimo","323262","7","2","0","0","0","0","0","0","1","0","0","3","#small","","","","","103423921","5.95423","6.73317","1.2037","3393","3608","thing","Velonimo","2","5","40","40","30","2020","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","10","USD","","","2023-11-18","BGG","1","","","2023-11-18","","","",""
"Velonimo: Tour de France","398906","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","112554250","0","5.35","0","0","47","thing","Velonimo: Tour de France","2","4","20","20","20","2023","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Venedig","27306","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","132013685","5.60571","6.28054","2.0769","8905","482","thing","Venedig","2","5","60","60","45","2007","2,3,4","2,3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Venn","360175","0","0","0","0","0","0","0","1","0","0","0","3","","","","","tbd","100612375","5.54454","6.01961","1.1667","13658","1125","thing","Venn","2","99","30","30","20","2022","3,4,5,6,7,8,9,10","6","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Venture Angels","255695","6.3","1","0","0","0","0","0","1","0","0","0","3","","","","","","132303959","5.52582","6.34412","1","17248","148","thing","Venture Angels","3","5","20","20","20","2018","2,3,4,5","3","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Verdant","334065","0","2","0","0","0","0","0","0","0","0","0","3","","","","","","89927354","6.78743","7.27672","2.0747","757","14836","thing","Verdant","1","5","60","60","45","2022","1,2,3,4","2,3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Verflixxt hoch 2","31658","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","66773288","5.57172","6.7439","1.7273","0","471","thing","Verflixxt hoch 2","2","6","30","30","30","2007","2,3,4,5","4","6+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Verflixxt nochmal","25645","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","66773293","5.65866","6.80997","1.4359","0","765","thing","Verflixxt nochmal","2","8","35","35","35","2006","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Verflixxt! kompakt","40491","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","66773289","5.63548","6.48439","1.375","7730","759","thing","Verflixxt! kompakt","2","4","20","20","20","2009","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Verso","434683","0","1","0","0","0","0","0","1","0","0","0","3","","","","","","133336409","5.52668","5.82901","1.2","17024","171","thing","Verso","1","6","20","20","20","2025","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Via Magica","300936","7","15","2","1","0","0","0","0","0","0","0","2","","","","","","122225527","6.06153","6.74251","1.4894","2789","2677","thing","Via Magica","2","6","30","30","30","2020","2,3,4,5,6","3,4","6+","No necessary in-game text","","","","","","standalone","7612577007028","12.4","USD","","","2024-12-15","Night Owl","1","","","2024-12-15","","","",""
"Via Nebula","191231","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","81896868","6.51685","7.01113","2.2536","1252","6709","thing","Via Nebula","2","4","60","60","45","2016","2,3,4","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Vicious Fishes","70922","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","113255527","5.50623","5.60263","1.875","23127","43","thing","Vicious Fishes","2","6","30","30","30","2010","2,3","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Video Game Champion","234432","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","117054303","5.86749","7.42466","2.8519","4030","1280","thing","Video Game Champion","2","5","90","90","50","2023","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Vienna","171492","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","69563898","5.75645","6.54334","2.2","5221","1605","thing","Vienna","3","5","30","30","30","2015","3,4,5","5","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Vienna","368974","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","121799437","5.73706","7.35564","3.0588","5513","900","thing","Vienna","2","4","90","90","30","2023","2,3,4","4","12+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Viking Route","411265","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","125699912","0","7","2","0","6","thing","Viking Route","1","4","120","120","60","2026","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Viking See-Saw","351810","7","1","0","0","0","1","1","0","0","0","1","1","","","","","","110990623","6.05897","7.14721","1.0417","2805","2121","thing","Viking See-Saw","2","4","10","10","10","2021","2,3,4","2,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Vikings Gone Wild","187377","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","111908981","6.41826","7.0889","2.2239","1497","6746","thing","Vikings Gone Wild","2","4","90","90","45","2017","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Vikings on Board","192334","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","76126361","5.66685","6.14822","2.1333","6870","2263","thing","Vikings on Board","2","4","60","60","30","2016","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Village","104006","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","63046448","7.28649","7.48549","3.06","239","31098","thing","Village","2","4","90","90","60","2011","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Village Green","300583","0","0","0","0","0","0","0","1","1","0","0","4","","","","","","83633093","6.18869","6.90522","1.9851","2232","4786","thing","Village Green","1","5","30","30","30","2020","1,2,3,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","10.5","USD","","","2022-12-26","Barnes & Noble","1","","","2022-12-26","","","",""
"Village Rails","358085","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","96298805","6.23027","7.23378","2.1667","2064","3228","thing","Village Rails","2","4","45","45","45","2022","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Villagers","241724","0","0","0","0","0","0","0","1","0","0","1","2","","","","","","88617915","6.70934","7.11429","2.2179","876","15641","thing","Villagers","1","5","60","60","30","2019","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Villagers & Villains","102690","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","88617895","5.60803","6.61765","1.8095","8794","640","thing","Villagers & Villains","2","5","30","30","30","2011","2,3,4,5","5","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Villagers of the Oak Dell","390903","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","111774038","5.60516","7.61943","2","8933","578","thing","Villagers of the Oak Dell","1","100","40","40","20","2023","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"La Viña","276497","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","69903455","5.8222","6.86683","2.0667","4446","1912","thing","La Viña","2","5","45","45","30","2019","2,3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Vindication","224783","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","113358498","7.21666","7.77329","3.0895","287","11589","thing","Vindication","2","5","150","150","45","2018","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Vineyard: A Winemaking Game","430243","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","127332596","0","6.9875","2.5","0","93","thing","Vineyard: A Winemaking Game","1","4","60","60","60","2025","","","","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Virulence: An Infectious Card Game","202207","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","91830363","5.64041","6.64074","1.625","7573","1351","thing","Virulence: An Infectious Card Game","2","5","20","20","10","2016","3,4,5","4,5","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Virus!","180020","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","69723553","6.29444","6.71516","1.0571","1841","17203","thing","Virus!","2","6","20","20","20","2015","3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Virus!: Roll & Write","417719","0","0","0","0","0","0","0","1","0","0","0","4","","","","","tbd","122988405","5.59024","7.25114","1.875","9688","518","thing","Virus!: Roll & Write","2","4","20","20","20","2024","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Viscounts of the West Kingdom","296151","7.25","2","4","1","0","0","0","0","0","0","0","4","","","","","","112482192","7.37285","7.80563","3.4559","192","21635","thing","Viscounts of the West Kingdom","1","4","90","90","60","2020","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","793618023560","25","USD","","","2024-11-14","BGG","1","","","2024-11-14","","","",""
"Viticulture Essential Edition","183394","8.8","4","4","1","0","0","0","0","0","0","0","4","#large","","","","","55487212","7.81428","7.96445","2.895","43","75478","thing","Viticulture Essential Edition","1","6","90","90","45","2015","1,2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","748252980618","35","USD","","","2023-03-03","Anthony Hammond","1","","","2023-03-03","","","",""
"Viticulture World: Cooperative Expansion","360226","7","2","0","1","0","0","0","0","0","0","0","3","#large","","","","","109165629","6.45492","7.66959","3.1739","0","9158","thing","Viticulture World: Cooperative Expansion","1","6","120","120","60","2022","1,2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","748252980618","21.97","USD","","","2023-08-12","Game Nerdz","1","","","2023-09-03","","","",""
"Viticulture: Tuscany Essential Edition","202174","8","2","4","1","0","0","0","0","0","0","0","3","#large","","","","","104027244","8.00509","8.5389","3.2575","0","31961","thing","Viticulture: Tuscany Essential Edition","1","6","150","150","60","2016","1,2,3,4,5,6","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","653341026606","15.99","USD","","","2023-10-11","Amazon","1","","","2023-10-14","","","",""
"Vitreum","401240","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","110279315","0","6.75333","2","0","103","thing","Vitreum","1","99","20","20","20","2023","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Viva Catrina","447583","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","133546667","5.66909","7.06157","1.5385","6820","236","thing","Viva Catrina","2","6","30","30","30","2025","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Vive le Roi!","7806","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","129085466","5.95218","6.42615","1.2105","3414","2618","thing","Vive le Roi!","2","8","30","30","30","2003","3,4,5,6","5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Vivid Memories","316090","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","90305966","5.75239","6.52738","2.95","5284","2193","thing","Vivid Memories","2","4","45","45","30","2022","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"VIVO","420242","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","136343144","5.73964","7.25971","1.3333","5460","1022","thing","VIVO","3","4","30","30","20","2024","3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Voll verplant","346482","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","85422509","5.99014","7.11113","1.6111","3167","2305","thing","Voll verplant","1","6","60","60","20","2021","1,2,3,4,5,6","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Volle Weide","298164","0","0","0","0","0","0","0","1","0","0","0","3","","","","","tbd","100860147","5.57573","6.33168","1","10609","779","thing","Volle Weide","2","6","5","5","5","2020","2,3,4,5,6","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Voltage","24082","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","58841804","5.60427","6.06365","1.5","8966","1313","thing","Voltage","2","2","15","15","15","2006","2","2","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Volto","356039","0","1","0","0","0","0","0","1","0","0","0","3","","","","","","105979443","5.64023","6.54022","1.7273","7581","576","thing","Volto","2","2","5","5","5","2022","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Votes for Women","311900","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","111878764","6.12118","7.50889","2.3559","2515","2538","thing","Votes for Women","1","4","75","75","60","2022","1,2,3","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Voyages","350736","0","0","0","1","0","0","0","1","0","0","0","1","#write","","","","tbd","89919913","6.32167","7.39285","1.7937","1766","4633","thing","Voyages","1","100","30","30","20","2021","1,2,3,4,5,6,7,8","1,2,3","10+","No necessary in-game text","","","","","","standalone","","4.96","USD","","","2022-06-19","Online","1","","","2022-06-19","","","",""
"The Voyages of Marco Polo","171623","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","80309411","7.55013","7.76806","3.1784","113","27672","thing","The Voyages of Marco Polo","2","4","100","100","40","2015","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Wacky Races: The Board Game","256729","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","60450036","5.77557","6.58324","1.24","4979","2432","thing","Wacky Races: The Board Game","2","6","20","20","20","2019","1,2,3,4,5,6","4,5,6","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Waddle","315677","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","79356024","5.51183","6.47821","0","21377","104","thing","Waddle","2","4","30","30","30","2021","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Waddle","435360","0","0","0","0","0","0","0","1","0","0","1","2","","","","","","128151459","5.66953","6.99311","1.4","6812","1017","thing","Waddle","2","5","25","25","15","2025","3,4,5","4","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Waddle Waddle","386015","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","119152493","0","7.90909","2.2","0","66","thing","Waddle Waddle","2","6","90","90","30","2024","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Waffle Time","383758","6.5","1","0","1","0","0","0","0","0","0","0","4","","","","","","108001605","5.68861","6.70982","2.1818","6383","1112","thing","Waffle Time","1","4","30","30","25","2023","1,2,3,4","1,2","8","","","","","","","standalone","","5","USD","","","2025-11-20","BGG","1","","","2025-11-20","","","",""
"Waggle Dance","338351","0","0","0","0","0","0","0","1","0","0","0","3","","","","","tbd","93329802","5.53295","6.61099","2.1429","15592","228","thing","Waggle Dance","1","4","60","60","30","2022","1,2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Walk the Plank: Deluxe Edition","219621","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","57758871","5.65788","6.49982","1.2","7095","1156","thing","Walk the Plank: Deluxe Edition","3","5","20","20","20","2017","3,4,5","5","5–12","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Walkie Talkie","351540","4","1","0","0","0","0","0","0","0","0","0","3","","","","","","104462015","5.56218","5.87694","1.0833","11708","1599","thing","Walkie Talkie","2","8","4","4","1","2022","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Walking Dead: The Dice Game","396550","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","116364078","0","6.18571","1","0","105","thing","The Walking Dead: The Dice Game","2","4","30","30","30","2023","1,2,3,4","2","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Walking in Burano","257769","6","1","0","0","0","0","0","0","1","0","0","3","","","","","","72204464","6.38044","7.0817","1.9677","1601","5916","thing","Walking in Burano","1","4","40","40","20","2018","1,2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","10","USD","","","2023-03-09","BGG","1","","","2023-03-09","","","",""
"Walking in Burano: Mini Expansion 1 – New Inhabitants","274419","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","104422359","5.63885","7.33939","1.75","0","935","thing","Walking in Burano: Mini Expansion 1 – New Inhabitants","1","4","40","40","20","2019","1,2,3,4","4","10+","No necessary in-game text","","","","","","expansion","","","","","","2023-03-09","BGG","1","","","2023-03-09","","","",""
"Walking in Burano: Roll & Write","385417","0","0","0","0","0","0","0","1","0","0","0","3","#write","","","","tbd","112396392","5.53355","6.94286","0","15456","143","thing","Walking in Burano: Roll & Write","1","4","45","45","30","2023","2","2","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Walking in Provence","286145","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","103898255","5.66817","6.84965","1.75","6842","625","thing","Walking in Provence","2","5","30","30","20","2019","2,3,4,5","2,3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Die wandelnden Türme: Der Zauberturm","456246","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","137572118","0","8","0","0","121","thing","Die wandelnden Türme: Der Zauberturm","2","6","30","30","30","2025","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Wandering Towers","355483","7.9","9","2","1","0","0","0","0","0","0","0","1","","","","","","102765332","6.78853","7.34338","1.5913","754","10623","thing","Wandering Towers","2","6","30","30","30","2022","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","850045365127","24.97","USD","","","2024-08-30","GameNerdz","1","","","2024-09-21","","","",""
"Wandering Towers: Mini Spell Expansion 1","392106","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","113803724","5.57524","7.70495","1.5","0","1289","thing","Wandering Towers: Mini Spell Expansion 1","2","6","0","0","0","2023","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Wandering Towers: Mini Spell Expansion 2","398755","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","131039514","5.54918","7.81538","1","0","957","thing","Wandering Towers: Mini Spell Expansion 2","2","6","30","30","30","2023","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Wanderlust: Discover the World","369353","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","104154818","5.59906","7.30609","2.125","9207","295","thing","Wanderlust: Discover the World","1","5","100","100","40","2024","2,3,4,5","4","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Wanted Wombats","374071","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","135656206","5.54878","6.41438","1","13082","249","thing","Wanted Wombats","2","5","15","15","1","2022","2,3,4,5","4,5","","","","","","","","standalone","","","","","","","","","","","","","","",""
"War","16398","3.75","1","0","0","0","0","0","0","0","0","0","3","","Cards","","yes","","77470533","4.08388","2.40361","1.0061","29586","735","thing","War","2","2","30","30","30","0","2","2","4–10","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"War Chest","249259","6.3","1","0","0","0","0","0","0","0","0","0","3","","","","","","79676053","7.38887","7.82662","2.3154","181","17556","thing","War Chest","2","4","30","30","30","2018","2,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Warp & Weft","412013","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","128063478","5.54153","7.12192","2","14097","116","thing","Warp & Weft","2","5","35","35","25","2024","4","4","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
